date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
"2017-01-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",19.74,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-02-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",14.8467,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-03-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",13.77,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-04-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",10.5433,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-05-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",8.8133,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-06-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",12.9333,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-07-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",9.74,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-09-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",18.73,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-10-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",21.8533,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-11-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",24.16,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
"2017-12-15,Eggs - Retail,10 pcs,""meat, fish and eggs"",26.1467,UAH,Ukraine,,3149,Chernihiv,1859,92,15,81,2,1859_92_15_81,"
2014-03-15,Sugar - Retail,KG,miscellaneous food,8.68,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-04-15,Sugar - Retail,KG,miscellaneous food,9.4767,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-05-15,Sugar - Retail,KG,miscellaneous food,10.21,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-06-15,Sugar - Retail,KG,miscellaneous food,9.93,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-07-15,Sugar - Retail,KG,miscellaneous food,10.1533,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-08-15,Sugar - Retail,KG,miscellaneous food,10.1833,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-09-15,Sugar - Retail,KG,miscellaneous food,10.0033,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-10-15,Sugar - Retail,KG,miscellaneous food,8.4233,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-11-15,Sugar - Retail,KG,miscellaneous food,8.01,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-12-15,Sugar - Retail,KG,miscellaneous food,7.9833,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-01-15,Sugar - Retail,KG,miscellaneous food,8.7567,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-02-15,Sugar - Retail,KG,miscellaneous food,10.5767,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-03-15,Sugar - Retail,KG,miscellaneous food,13.58,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-04-15,Sugar - Retail,KG,miscellaneous food,11.0833,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-05-15,Sugar - Retail,KG,miscellaneous food,10.9167,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-06-15,Sugar - Retail,KG,miscellaneous food,11.0733,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-07-15,Sugar - Retail,KG,miscellaneous food,12.07,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-08-15,Sugar - Retail,KG,miscellaneous food,11.72,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-09-15,Sugar - Retail,KG,miscellaneous food,11.93,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-10-15,Sugar - Retail,KG,miscellaneous food,14.3167,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-11-15,Sugar - Retail,KG,miscellaneous food,15.4233,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2015-12-15,Sugar - Retail,KG,miscellaneous food,15.27,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-01-15,Sugar - Retail,KG,miscellaneous food,15.2933,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-02-15,Sugar - Retail,KG,miscellaneous food,15.16,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-03-15,Sugar - Retail,KG,miscellaneous food,14.84,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-04-15,Sugar - Retail,KG,miscellaneous food,14.3533,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-05-15,Sugar - Retail,KG,miscellaneous food,14.0333,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-06-15,Sugar - Retail,KG,miscellaneous food,13.7967,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-07-15,Sugar - Retail,KG,miscellaneous food,14.0467,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-08-15,Sugar - Retail,KG,miscellaneous food,13.92,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-09-15,Sugar - Retail,KG,miscellaneous food,14.1067,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-10-15,Sugar - Retail,KG,miscellaneous food,14.22,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-11-15,Sugar - Retail,KG,miscellaneous food,15.1033,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2016-12-15,Sugar - Retail,KG,miscellaneous food,15.2,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-01-15,Sugar - Retail,KG,miscellaneous food,15.2767,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-02-15,Sugar - Retail,KG,miscellaneous food,16.0667,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-03-15,Sugar - Retail,KG,miscellaneous food,16.5833,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-04-15,Sugar - Retail,KG,miscellaneous food,16.8,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-05-15,Sugar - Retail,KG,miscellaneous food,16.6333,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-06-15,Sugar - Retail,KG,miscellaneous food,16.4133,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-07-15,Sugar - Retail,KG,miscellaneous food,16.3933,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-09-15,Sugar - Retail,KG,miscellaneous food,16.1133,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-10-15,Sugar - Retail,KG,miscellaneous food,14.0233,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-11-15,Sugar - Retail,KG,miscellaneous food,12.9733,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2017-12-15,Sugar - Retail,KG,miscellaneous food,12.7433,UAH,Ukraine,,3149,Chernihiv,1859,97,15,5,7,1859_97_15_5,
2014-03-15,Pasta - Retail,KG,cereals and tubers,5.07,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-04-15,Pasta - Retail,KG,cereals and tubers,5.2967,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-05-15,Pasta - Retail,KG,cereals and tubers,5.65,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-06-15,Pasta - Retail,KG,cereals and tubers,5.9733,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-07-15,Pasta - Retail,KG,cereals and tubers,6.1567,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-08-15,Pasta - Retail,KG,cereals and tubers,6.0267,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-09-15,Pasta - Retail,KG,cereals and tubers,6.1,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-10-15,Pasta - Retail,KG,cereals and tubers,6.45,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-11-15,Pasta - Retail,KG,cereals and tubers,6.6833,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2014-12-15,Pasta - Retail,KG,cereals and tubers,6.8767,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-01-15,Pasta - Retail,KG,cereals and tubers,7.2967,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-02-15,Pasta - Retail,KG,cereals and tubers,8.11,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-03-15,Pasta - Retail,KG,cereals and tubers,10.92,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-04-15,Pasta - Retail,KG,cereals and tubers,10.9133,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-05-15,Pasta - Retail,KG,cereals and tubers,10.5433,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-06-15,Pasta - Retail,KG,cereals and tubers,9.8633,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-07-15,Pasta - Retail,KG,cereals and tubers,9.24,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-08-15,Pasta - Retail,KG,cereals and tubers,9.0867,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-09-15,Pasta - Retail,KG,cereals and tubers,8.8133,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-10-15,Pasta - Retail,KG,cereals and tubers,8.9,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-11-15,Pasta - Retail,KG,cereals and tubers,9.48,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2015-12-15,Pasta - Retail,KG,cereals and tubers,9.6133,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-01-15,Pasta - Retail,KG,cereals and tubers,9.6533,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-02-15,Pasta - Retail,KG,cereals and tubers,9.5733,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-03-15,Pasta - Retail,KG,cereals and tubers,9.55,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-04-15,Pasta - Retail,KG,cereals and tubers,9.3367,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-05-15,Pasta - Retail,KG,cereals and tubers,9.2233,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-06-15,Pasta - Retail,KG,cereals and tubers,9.14,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-07-15,Pasta - Retail,KG,cereals and tubers,9.1567,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-08-15,Pasta - Retail,KG,cereals and tubers,9.08,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-09-15,Pasta - Retail,KG,cereals and tubers,8.9833,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-10-15,Pasta - Retail,KG,cereals and tubers,8.8967,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-11-15,Pasta - Retail,KG,cereals and tubers,8.8667,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2016-12-15,Pasta - Retail,KG,cereals and tubers,8.96,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-01-15,Pasta - Retail,KG,cereals and tubers,9.1567,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-02-15,Pasta - Retail,KG,cereals and tubers,9.4433,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-03-15,Pasta - Retail,KG,cereals and tubers,9.48,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-04-15,Pasta - Retail,KG,cereals and tubers,9.5233,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-05-15,Pasta - Retail,KG,cereals and tubers,9.5233,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-06-15,Pasta - Retail,KG,cereals and tubers,9.5,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-07-15,Pasta - Retail,KG,cereals and tubers,9.46,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-09-15,Pasta - Retail,KG,cereals and tubers,9.6067,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-10-15,Pasta - Retail,KG,cereals and tubers,9.4867,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-11-15,Pasta - Retail,KG,cereals and tubers,9.56,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
2017-12-15,Pasta - Retail,KG,cereals and tubers,9.77,UAH,Ukraine,,3149,Chernihiv,1859,112,15,5,1,1859_112_15_5,
"2014-03-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",20.3467,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-04-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",22.2233,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-05-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",24.6433,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-06-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",26.8867,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-07-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",28.9733,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-08-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",27.41,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-09-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",28.06,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-10-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",30.42,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-11-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",30.1567,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-12-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",29.9733,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-01-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",29.9533,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-02-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",30.4,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-03-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",33.4,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-04-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",35.53,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-05-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",36.8067,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-06-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",37.1,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-07-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",35.46,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-08-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",37.19,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-09-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",38.2033,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-10-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",38.2767,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-11-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",39.87,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2015-12-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",40.1733,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-01-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",40.32,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-02-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",37.92,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-03-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",38.2167,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-04-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",38.81,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-05-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",40.1967,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-06-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",40.49,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-07-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",40.38,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-08-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",39.88,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-09-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",40.64,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-10-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",41.8,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-11-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",40.2633,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2016-12-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",41.8333,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-01-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",43.9333,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-02-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",43.1,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-03-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",42.7867,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-04-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",43.03,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-05-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",44.3833,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-06-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",45.08,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-07-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",49.2233,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-09-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",55.79,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-10-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",53.8633,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-11-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",53.7367,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2017-12-15,""Meat (chicken, whole) - Retail"",KG,""meat, fish and eggs"",52.9467,UAH,Ukraine,,3149,Chernihiv,1859,125,15,5,2,1859_125_15_5,"
"2014-03-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",44.8767,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-04-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",52.89,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-05-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",54.2133,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-06-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",53.49,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-07-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",54.72,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-08-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",55.6567,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-09-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",59.4967,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-10-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",60.0267,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-11-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",58.58,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2014-12-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",58.77,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-01-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",60.1,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-02-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",56.4533,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-03-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",61.0133,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-04-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",68.6633,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-05-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",69.8333,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-06-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",67.08,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-07-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",71.44,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-08-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",73.1433,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-09-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",72.9067,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-10-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",70.63,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-11-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",69.0267,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2015-12-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",67.0167,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2016-01-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",67.14,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2016-02-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",65.3833,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2016-03-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",66.16,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2016-04-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",67.9767,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2016-05-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",69.37,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2016-06-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",68.3767,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
"2016-07-15,Meat (pork) - Retail,KG,""meat, fish and eggs"",69.63,UAH,Ukraine,,3149,Chernihiv,1859,140,15,5,2,1859_140_15_5,"
